Bucaramanga, Colombia|HEAVY|MEDIUM|1|1|0|Pereira, Colombia
Bogota, Colombia|HEAVY|MEDIUM|2|3|0|Bucaramanga, Colombia
Fortaleza, Brasil|HEAVY|MEDIUM|2|2|0|San Pablo, Brasil
Carajas, Brasil|HEAVY|MEDIUM|7|1|6|Fortaleza, Brasil
Ciudad De Mexico, Mexico|LIGHT|MEDIUM|1|2|1|Miami, Estados Unidos
Cartagena De Indias, Colombia|HEAVY|MEDIUM|7|2|0|Medellin, Colombia
Bogota, Colombia|HEAVY|MEDIUM|9|2|0|Cartagena De Indias, Colombia
Foz De Iguazu, Brasil|HEAVY|MEDIUM|45|2|1|Roma, Italia
Florencia, Italia|HEAVY|MEDIUM|53|2|2|Foz De Iguazu, Brasil
Barcelona, España|HEAVY|MEDIUM|63|2|0|Florencia, Italia
Bogota, Colombia|HEAVY|HIGH|29|3|0|Cartagena De Indias, Colombia
Bogota, Colombia|HEAVY|MEDIUM|0|1|0|San Andres, Colombia
Medellin, Colombia|HEAVY|HIGH|8|2|6|Veracruz, Mexico
Ciudad De Mexico, Mexico|HEAVY|HIGH|0|1|2|Medellin, Colombia
Belo Horizonte, Brasil|LIGHT|LOW|5|1|0|Rio De Janeiro, Brasil
Cartagena De Indias, Colombia|HEAVY|MEDIUM|1|1|0|Medellin, Colombia
Cali, Colombia|LIGHT|HIGH|1|1|1|El Yopal, Colombia
Bogota, Colombia|LIGHT|HIGH|4|1|0|Cali, Colombia
Barranquilla, Colombia|HEAVY|MEDIUM|1|1|0|Bogota, Colombia
Praia Do Forte, Brasil|LIGHT|LOW|77|4|3|Salvador, Brasil
Paris, Francia|LIGHT|LOW|48|2|3|Praia Do Forte, Brasil
Maceio, Brasil|LIGHT|LOW|1|2|3|Paris, Francia
Cancun, Mexico|LIGHT|LOW|1|2|8|Maceio, Brasil
San Cristobal De Las Casas, Mexico|HEAVY|HIGH|23|2|4|Tuxtla Gutierrez, Mexico
Bogota, Colombia|LIGHT|LOW|4|1|0|Medellin, Colombia
Rio De Janeiro, Brasil|HEAVY|MEDIUM|52|1|0|Vancouver, Canada
Londres, Reino Unido|HEAVY|MEDIUM|48|1|0|Rio De Janeiro, Brasil
Cancun, Mexico|HEAVY|MEDIUM|49|1|1|Guadalajara, Mexico
Foz De Iguazu, Brasil|HEAVY|HIGH|2|1|0|San Pablo, Brasil
Maceio, Brasil|LIGHT|MEDIUM|8|2|7|Maragogi, Brasil
Ciudad De Mexico, Mexico|HEAVY|HIGH|1|1|0|Leon, Mexico
Fort Lauderdale, Estados Unidos|LIGHT|HIGH|79|1|11|Orlando, Estados Unidos
Guarullos, Brasil|HEAVY|HIGH|82|1|1|Orlando, Estados Unidos
Buzios, Brasil|HEAVY|MEDIUM|84|4|7|Rio De Janeiro, Brasil
Copiapo, Chile|LIGHT|LOW|38|1|1|La Serena, Chile
Cascavel, Brasil|HEAVY|LOW|45|1|0|Curitiba, Brasil
Buenos Aires, Argentina|HEAVY|MEDIUM|2|1|0|Neuquen, Argentina
Cancun, Mexico|HEAVY|LOW|1|2|3|Monterrey, Mexico
Buenos Aires, Argentina|HEAVY|MEDIUM|65|1|0|La Paz, Bolivia
Pucon, Chile|HEAVY|HIGH|14|4|4|Santiago De Chile, Chile
Tampico, Mexico|HEAVY|HIGH|7|1|0|Veracruz, Mexico
Guadalajara, Mexico|HEAVY|HIGH|7|1|1|Los Angeles, Estados Unidos
Calama, Chile|LIGHT|LOW|25|1|0|Santiago De Chile, Chile
Florencia, Italia|HEAVY|HIGH|55|2|0|Roma, Italia
Puerto Montt, Chile|LIGHT|HIGH|53|2|0|Santiago De Chile, Chile
Neuquen, Argentina|LIGHT|LOW|47|1|0|Rio Gallegos, Argentina
Buenos Aires, Argentina|LIGHT|LOW|4|1|2|Neuquen, Argentina
Granada, España|LIGHT|HIGH|13|1|20|Madrid, España
Salerno, Italia|LIGHT|MEDIUM|24|4|2|Santa Flavia, Italia
Bogota, Colombia|LIGHT|LOW|1|1|0|Cali, Colombia
Monterrey, Mexico|LIGHT|MEDIUM|4|2|0|San Francisco, Estados Unidos
Florianopolis, Brasil|HEAVY|HIGH|12|1|6|San Pablo, Brasil
Acapulco, Mexico|HEAVY|HIGH|76|4|5|Guadalajara, Mexico
Ciudad De Mexico, Mexico|HEAVY|HIGH|3|1|4|Las Vegas, Estados Unidos
Granada, España|HEAVY|HIGH|1|4|1|Mijas, España
Artzentales, España|HEAVY|HIGH|5|2|4|Granada, España
Barranquilla, Colombia|LIGHT|MEDIUM|3|1|0|Bogota, Colombia
Lima, Peru|LIGHT|LOW|5|1|0|Quito, Ecuador
Funchal, Portugal|HEAVY|HIGH|73|1|0|San Carlos De Bariloche, Argentina
Federacion, Argentina|HEAVY|LOW|81|4|1|Foz De Iguazu, Brasil
Edimburgo, Reino Unido|HEAVY|HIGH|201|3|0|Londres, Reino Unido
Florianopolis, Brasil|LIGHT|LOW|0|2|1|Pelotas, Brasil
Joinville, Brasil|HEAVY|HIGH|3|1|1|Navegantes, Brasil
Ciudad De Mexico, Mexico|LIGHT|MEDIUM|22|1|0|Oaxaca, Mexico
Juazeiro Do Norte, Brasil|LIGHT|LOW|6|1|0|San Pablo, Brasil
Madrid, España|LIGHT|MEDIUM|64|4|0|Roma, Italia
Lisboa, Portugal|LIGHT|MEDIUM|69|4|0|Madrid, España
Ciudad De Mexico, Mexico|LIGHT|LOW|15|1|0|Monterrey, Mexico
San Pablo, Brasil|LIGHT|MEDIUM|16|2|2|Santo Andre, Brasil
Londres, Reino Unido|LIGHT|UNKNOWN|32|2|3|San Carlos De Bariloche, Argentina
Kailua-Kona, Estados Unidos|LIGHT|UNKNOWN|73|2|0|Londres, Reino Unido
Goreme, Turquia|LIGHT|UNKNOWN|60|2|3|Kailua-Kona, Estados Unidos
Cordoba, Argentina|LIGHT|UNKNOWN|2|1|1|Goreme, Turquia
Augsburgo, Alemania|LIGHT|UNKNOWN|25|2|1|Cordoba, Argentina
Miami Beach, Estados Unidos|HEAVY|MEDIUM|13|3|3|Orlando, Estados Unidos
Bogota, Colombia|HEAVY|LOW|27|1|0|Cali, Colombia
Florianopolis, Brasil|LIGHT|HIGH|56|1|4|San Pablo, Brasil
Ciudad De Mexico, Mexico|LIGHT|HIGH|2|1|2|Monterrey, Mexico
Bogota, Colombia|LIGHT|MEDIUM|5|2|1|Cartagena De Indias, Colombia
San Carlos De Bariloche, Argentina|HEAVY|HIGH|65|1|7|San Martin De Los Andes, Argentina
Buenos Aires, Argentina|HEAVY|HIGH|72|1|0|San Carlos De Bariloche, Argentina
Paracas, Peru|LIGHT|MEDIUM|1|2|0|Quito, Ecuador
Ica, Peru|LIGHT|MEDIUM|1|2|0|Paracas, Peru
Huaraz, Peru|LIGHT|MEDIUM|17|2|0|Ica, Peru
Cusco, Peru|LIGHT|MEDIUM|4|2|0|Huaraz, Peru
Arequipa, Peru|LIGHT|LOW|42|1|6|Lima, Peru
Porto De Galinhas, Brasil|HEAVY|MEDIUM|26|1|4|Recife, Brasil
Cali, Colombia|LIGHT|MEDIUM|17|1|0|Medellin, Colombia
Bogota, Colombia|LIGHT|MEDIUM|6|3|12|Cali, Colombia
Fort Lauderdale, Estados Unidos|LIGHT|HIGH|26|1|0|Nueva York, Estados Unidos
Ribeirao Preto, Brasil|LIGHT|HIGH|31|3|0|Rio De Janeiro, Brasil
Belem, Brasil|LIGHT|HIGH|40|3|0|Ribeirao Preto, Brasil
Kempton Park, Sudafrica|HEAVY|HIGH|21|4|1|Nueva York, Estados Unidos
Foz De Iguazu, Brasil|LIGHT|UNKNOWN|165|4|1|Guayaquil, Ecuador
Cordoba, Argentina|LIGHT|UNKNOWN|1|4|1|Foz De Iguazu, Brasil
Bogota, Colombia|HEAVY|MEDIUM|1|2|0|Valledupar, Colombia
Armenia, Colombia|LIGHT|LOW|29|2|2|Pereira, Colombia
Praga, Republica Checa|HEAVY|HIGH|2|2|0|Viena, Austria
Paris, Francia|HEAVY|HIGH|4|2|0|Praga, Republica Checa
Amsterdam, Holanda|HEAVY|HIGH|10|2|0|Paris, Francia
Cleveland, Estados Unidos|LIGHT|HIGH|15|3|1|Pittsburgh, Estados Unidos
Cheektowaga, Estados Unidos|LIGHT|HIGH|33|3|1|Cleveland, Estados Unidos
Barranquilla, Colombia|HEAVY|HIGH|9|1|4|Quito, Ecuador
Bruselas, Belgica|LIGHT|MEDIUM|34|1|17|Canton, Republica Popular China
Brasilia, Brasil|LIGHT|MEDIUM|38|2|1|San Pablo, Brasil
Belo Horizonte, Brasil|LIGHT|MEDIUM|3|1|1|Brasilia, Brasil
Las Vegas, Estados Unidos|LIGHT|HIGH|130|2|3|Orlando, Estados Unidos
Anaheim, Estados Unidos|LIGHT|HIGH|107|2|3|Las Vegas, Estados Unidos
Cuiaba, Brasil|HEAVY|MEDIUM|5|1|0|Porto Velho, Brasil
Alta Floresta, Brasil|HEAVY|MEDIUM|1|1|0|Cuiaba, Brasil
Pelotas, Brasil|HEAVY|MEDIUM|37|1|0|Rio De Janeiro, Brasil
Navegantes, Brasil|HEAVY|MEDIUM|27|1|0|Pelotas, Brasil
Porto Velho, Brasil|LIGHT|HIGH|90|5|0|Recife, Brasil
Ciudad De Mexico, Mexico|HEAVY|HIGH|1|1|1|Monterrey, Mexico
Nueva York, Estados Unidos|LIGHT|HIGH|67|2|0|Valencia, España
Madrid, España|LIGHT|HIGH|174|2|1|Nueva York, Estados Unidos
Cordoba, España|LIGHT|HIGH|178|2|2|Madrid, España
San Andres, Colombia|HEAVY|LOW|72|4|6|Temuco, Chile
Rio De Janeiro, Brasil|HEAVY|LOW|92|2|0|San Andres, Colombia
Nueva York, Estados Unidos|HEAVY|LOW|17|4|0|Rio De Janeiro, Brasil
Miami, Estados Unidos|HEAVY|LOW|221|1|13|Nueva York, Estados Unidos
Madrid, España|HEAVY|LOW|19|1|21|Miami, Estados Unidos
Buenos Aires, Argentina|HEAVY|LOW|30|2|4|Madrid, España
Arica, Chile|HEAVY|LOW|5|1|0|Buenos Aires, Argentina
Fort Lauderdale, Estados Unidos|HEAVY|LOW|1|1|11|Miami, Estados Unidos
Rio De Janeiro, Brasil|HEAVY|LOW|74|1|0|San Pablo, Brasil
Belem, Brasil|HEAVY|LOW|78|1|0|Rio De Janeiro, Brasil
Cacoal, Brasil|LIGHT|LOW|47|1|0|Campina Grande, Brasil
Fortaleza, Brasil|LIGHT|MEDIUM|29|1|9|Rio De Janeiro, Brasil
Joao Pessoa, Brasil|HEAVY|LOW|1|1|2|Salvador, Brasil
Maringa, Brasil|LIGHT|LOW|54|1|0|San Pablo, Brasil
Lisboa, Portugal|HEAVY|MEDIUM|22|2|3|San Pablo, Brasil
Londres, Reino Unido|LIGHT|MEDIUM|40|2|0|Roma, Italia
Ciudad De Mexico, Mexico|HEAVY|HIGH|0|1|0|San Antonio, Estados Unidos
Acapulco, Mexico|HEAVY|HIGH|1|1|0|Ciudad De Mexico, Mexico
Sevilla, España|HEAVY|MEDIUM|91|2|3|Valencia, España
Madrid, España|HEAVY|MEDIUM|88|2|3|Sevilla, España
Niza, Francia|HEAVY|MEDIUM|121|2|5|Paris, Francia
Nueva Delhi, India|HEAVY|MEDIUM|30|1|6|Salvador, Brasil
Kowloon, Hong Kong|LIGHT|MEDIUM|54|2|1|Tokio, Japon
Canton, Republica Popular China|LIGHT|MEDIUM|51|2|3|Kowloon, Hong Kong
Belo Horizonte, Brasil|HEAVY|HIGH|0|1|2|Santiago De Chile, Chile
San Pablo, Brasil|HEAVY|HIGH|152|2|2|Sorriso, Brasil
Ciudad De Mexico, Mexico|LIGHT|LOW|229|1|1|Vancouver, Canada
Bogota, Colombia|LIGHT|MEDIUM|91|2|0|San Andres, Colombia
Concepcion, Chile|LIGHT|HIGH|14|1|0|Santiago De Chile, Chile
Ciudad De Mexico, Mexico|HEAVY|LOW|0|1|0|Ciudad Juarez, Mexico
Paris, Francia|LIGHT|LOW|31|1|11|Roma, Italia
Hangzhou, Republica Popular China|HEAVY|HIGH|6|1|1|Shanghai, Republica Popular China
Guadalajara, Mexico|HEAVY|HIGH|8|1|0|Hangzhou, Republica Popular China
Ciudad De Mexico, Mexico|HEAVY|HIGH|2|1|0|Guadalajara, Mexico
Imperatriz, Brasil|HEAVY|HIGH|8|4|0|San Pablo, Brasil
Cancun, Mexico|LIGHT|MEDIUM|28|3|8|Playa Del Carmen, Mexico
Curitiba, Brasil|HEAVY|HIGH|23|1|1|Rio De Janeiro, Brasil
Cabo Frio, Brasil|HEAVY|HIGH|0|2|1|Curitiba, Brasil
Salvador, Brasil|LIGHT|LOW|24|1|0|Sao Jose Do Rio Preto, Brasil
San Pablo, Brasil|HEAVY|HIGH|0|2|1|Zurich, Suiza
Balneario Camboriu, Brasil|LIGHT|LOW|2|3|1|Peña, Brasil
Boston, Estados Unidos|LIGHT|HIGH|2|2|2|Newark, Estados Unidos
Dubrovnik, Croacia|LIGHT|MEDIUM|38|1|0|Madrid, España
Bolonia, Italia|LIGHT|MEDIUM|30|2|1|Dubrovnik, Croacia
Atenas, Grecia|LIGHT|MEDIUM|23|2|1|Bolonia, Italia
Buenos Aires, Argentina|HEAVY|HIGH|5|1|5|Nueva York, Estados Unidos
Salvador, Brasil|HEAVY|LOW|19|1|2|San Pablo, Brasil
Recife, Brasil|HEAVY|LOW|52|1|0|Salvador, Brasil
Cordoba, Argentina|LIGHT|HIGH|65|2|2|Rio Ceballos, Argentina
Ponta Grossa, Brasil|HEAVY|HIGH|8|2|1|San Pablo, Brasil
Campo Grande, Brasil|LIGHT|LOW|24|1|0|Macapa, Brasil
Madrid, España|HEAVY|HIGH|62|1|23|Milos, Grecia
Kefalonia, Grecia|HEAVY|HIGH|74|1|3|Madrid, España
Buenos Aires, Argentina|HEAVY|MEDIUM|25|1|10|Puerto Iguazu, Argentina
Belo Horizonte, Brasil|HEAVY|MEDIUM|12|2|1|Buenos Aires, Argentina
Madrid, España|LIGHT|MEDIUM|104|2|10|Roma, Italia
Cozumel, Mexico|LIGHT|MEDIUM|26|2|3|Playa Del Carmen, Mexico
Barcelona, España|LIGHT|MEDIUM|10|1|0|Roma, Italia
Atenas, Grecia|LIGHT|HIGH|3|2|3|Kefalonia, Grecia
Lima, Peru|HEAVY|HIGH|3|1|0|Piura, Peru
Lisboa, Portugal|LIGHT|HIGH|57|1|16|Salta, Argentina
Bogota, Colombia|HEAVY|MEDIUM|2|1|0|Medellin, Colombia
Kloten, Suiza|LIGHT|HIGH|9|2|1|San Jose, Costa Rica
Bauru, Brasil|LIGHT|MEDIUM|59|1|2|San Pablo, Brasil
Caracas, Venezuela|HEAVY|HIGH|55|2|0|Rio De Janeiro, Brasil
Bucaramanga, Colombia|HEAVY|HIGH|0|1|2|Cali, Colombia
Guarullos, Brasil|LIGHT|LOW|112|1|4|San Pablo, Brasil
Paris, Francia|LIGHT|HIGH|176|4|0|Roma, Italia
Foz De Iguazu, Brasil|HEAVY|HIGH|18|1|1|Porto Alegre, Brasil
Barranquilla, Colombia|HEAVY|HIGH|1|1|1|Santiago De Chile, Chile
Lisboa, Portugal|LIGHT|HIGH|93|1|0|Madrid, España
Barcelona, España|LIGHT|HIGH|89|1|0|Lisboa, Portugal
San Pablo, Brasil|LIGHT|HIGH|122|4|5|Santos, Brasil
Bogota, Colombia|LIGHT|MEDIUM|17|2|0|Medellin, Colombia
Chiclayo, Peru|HEAVY|MEDIUM|21|1|2|Lima, Peru
Maguncia, Alemania|LIGHT|HIGH|2|2|2|Rastatt, Alemania
Amsterdam, Holanda|LIGHT|HIGH|3|3|3|Maguncia, Alemania
Buenos Aires, Argentina|HEAVY|HIGH|135|2|2|Miami, Estados Unidos
Brujas, Belgica|HEAVY|HIGH|43|2|1|Bruselas, Belgica
Belo Horizonte, Brasil|LIGHT|HIGH|14|1|3|San Pablo, Brasil
Santa Marta, Colombia|LIGHT|UNKNOWN|12|1|5|Tokio, Japon
San Andres, Colombia|LIGHT|UNKNOWN|2|2|5|Santa Marta, Colombia
Medellin, Colombia|LIGHT|UNKNOWN|0|1|0|San Andres, Colombia
Cali, Colombia|LIGHT|UNKNOWN|1|2|0|Medellin, Colombia
Bogota, Colombia|LIGHT|UNKNOWN|0|1|1|Cali, Colombia
Miami, Estados Unidos|HEAVY|HIGH|55|2|1|Santiago De Chile, Chile
Cordoba, Argentina|LIGHT|MEDIUM|11|3|4|Villa Carlos Paz, Argentina
Miami, Estados Unidos|HEAVY|MEDIUM|0|1|8|Orlando, Estados Unidos
Ixtapa Zihuatanejo, Mexico|LIGHT|HIGH|41|3|2|La Habana, Cuba
Fortaleza, Brasil|LIGHT|LOW|43|1|0|San Pablo, Brasil
Huaraz, Peru|LIGHT|HIGH|1|2|3|Lima, Peru
San Francisco, Estados Unidos|LIGHT|MEDIUM|56|2|14|Washington, Estados Unidos
Los Angeles, Estados Unidos|LIGHT|MEDIUM|61|2|0|San Francisco, Estados Unidos
Anaheim, Estados Unidos|LIGHT|MEDIUM|56|2|14|Los Angeles, Estados Unidos
Juliaca, Peru|LIGHT|LOW|176|1|0|Lima, Peru
Cusco, Peru|LIGHT|LOW|176|2|3|Juliaca, Peru
Fort Lauderdale, Estados Unidos|LIGHT|MEDIUM|76|4|1|San Pablo, Brasil
Bogota, Colombia|HEAVY|HIGH|5|1|2|Medellin, Colombia
Curitiba, Brasil|LIGHT|LOW|63|3|4|San Pablo, Brasil
Madrid, España|LIGHT|HIGH|33|2|4|Zaragoza, España
Ciudad De Mexico, Mexico|HEAVY|HIGH|0|4|2|Villahermosa, Mexico
Miami, Estados Unidos|HEAVY|HIGH|0|1|1|White Plains, Estados Unidos
Ciudad De Mexico, Mexico|HEAVY|HIGH|1|1|0|Miami, Estados Unidos
Barcelona, España|LIGHT|MEDIUM|24|4|3|Orlando, Estados Unidos
Cancun, Mexico|LIGHT|HIGH|102|2|9|Playa Del Carmen, Mexico
Ciudad De Mexico, Mexico|LIGHT|MEDIUM|1|1|1|Toronto, Canada
Puerto Montt, Chile|LIGHT|LOW|19|2|0|Santiago De Chile, Chile
Lima, Peru|LIGHT|LOW|32|2|4|Puerto Montt, Chile
Bogota, Colombia|HEAVY|MEDIUM|18|1|0|Cali, Colombia
Paris, Francia|LIGHT|HIGH|171|2|5|Venecia, Italia
Buenos Aires, Argentina|HEAVY|LOW|0|2|1|Salta, Argentina
Reggio Nellemilia, Italia|HEAVY|HIGH|88|1|3|San Pablo, Brasil
Lima, Peru|HEAVY|LOW|146|2|0|Santiago De Chile, Chile
Apodaca, Mexico|HEAVY|LOW|15|2|1|Cancun, Mexico
Balneario Camboriu, Brasil|LIGHT|HIGH|2|4|1|Teresina, Brasil
Porto, Portugal|LIGHT|HIGH|99|1|0|San Pablo, Brasil
Fort Lauderdale, Estados Unidos|LIGHT|HIGH|29|1|30|Porto, Portugal
Buenos Aires, Argentina|LIGHT|LOW|53|1|4|Neuquen, Argentina
Bucaramanga, Colombia|HEAVY|LOW|0|1|0|Medellin, Colombia
Guarullos, Brasil|LIGHT|MEDIUM|1|1|5|San Pablo, Brasil
Cancun, Mexico|LIGHT|LOW|16|3|0|Miami, Estados Unidos
Berlin, Alemania|LIGHT|HIGH|118|3|4|Bruselas, Belgica
Barcelona, España|LIGHT|HIGH|133|1|7|Berlin, Alemania
Roma, Italia|LIGHT|MEDIUM|50|2|3|Venecia, Italia
Praga, Republica Checa|LIGHT|HIGH|193|3|2|Viena, Austria
Salvador, Brasil|HEAVY|MEDIUM|34|1|4|San Pablo, Brasil
Venecia, Italia|LIGHT|HIGH|194|2|4|Viena, Austria
Nueva Delhi, India|LIGHT|MEDIUM|44|1|0|Siem Reap, Camboya
Bangkok, Tailandia|LIGHT|MEDIUM|40|1|0|Nueva Delhi, India
Porto De Galinhas, Brasil|LIGHT|LOW|47|2|2|Recife, Brasil
Santiago De Chile, Chile|HEAVY|HIGH|14|1|0|Temuco, Chile
Puerto Montt, Chile|HEAVY|HIGH|95|1|1|Santiago De Chile, Chile
La Serena, Chile|HEAVY|HIGH|15|1|0|Puerto Montt, Chile
Iquique, Chile|HEAVY|HIGH|53|1|1|La Serena, Chile
Concepcion, Chile|HEAVY|HIGH|38|1|1|Iquique, Chile
Antofagasta, Chile|HEAVY|HIGH|50|1|1|Concepcion, Chile
Juliaca, Peru|LIGHT|LOW|3|1|0|Lima, Peru
Fortaleza, Brasil|LIGHT|LOW|22|2|3|Recife, Brasil
Cartagena De Indias, Colombia|HEAVY|HIGH|5|2|1|Medellin, Colombia
Barranquilla, Colombia|HEAVY|HIGH|4|1|0|Cartagena De Indias, Colombia
Bangkok, Tailandia|HEAVY|LOW|155|2|3|Singapur, Singapur
Lima, Peru|HEAVY|MEDIUM|0|1|1|Piura, Peru
La Habana, Cuba|HEAVY|HIGH|176|4|9|Miami, Estados Unidos
Rio De Janeiro, Brasil|LIGHT|HIGH|38|2|3|Roma, Italia
Paris, Francia|LIGHT|HIGH|19|1|2|Rio De Janeiro, Brasil
Londres, Reino Unido|LIGHT|HIGH|21|1|2|Paris, Francia
Barranquilla, Colombia|HEAVY|MEDIUM|1|1|3|Bogota, Colombia
Caldas Novas, Brasil|LIGHT|LOW|28|4|4|Goiania, Brasil
Paris, Francia|LIGHT|HIGH|85|3|0|Roma, Italia
Miami, Estados Unidos|LIGHT|HIGH|279|1|14|Paris, Francia
Barcelona, España|LIGHT|HIGH|85|3|0|Miami, Estados Unidos
Buenos Aires, Argentina|LIGHT|LOW|0|2|2|Morelia, Mexico
Balneario Camboriu, Brasil|HEAVY|MEDIUM|115|1|2|Peña, Brasil
Ibiza, España|HEAVY|HIGH|11|2|0|Madrid, España
Amsterdam, Holanda|HEAVY|HIGH|9|2|2|Ibiza, España
Miami, Estados Unidos|LIGHT|HIGH|12|1|8|West Palm Beach, Estados Unidos
Guadalajara, Mexico|LIGHT|MEDIUM|37|1|0|Tijuana, Mexico
Madrid, España|HEAVY|HIGH|17|3|3|San Sebastian, España
Barcelona, España|HEAVY|HIGH|15|3|3|Madrid, España
Santiago De Chile, Chile|LIGHT|LOW|8|2|1|Viña Del Mar, Chile
Bogota, Colombia|HEAVY|HIGH|25|1|6|Cartagena De Indias, Colombia
Cali, Colombia|HEAVY|MEDIUM|33|2|0|Santa Marta, Colombia
Cancun, Mexico|LIGHT|UNKNOWN|96|2|5|Playa Del Carmen, Mexico
Buzios, Brasil|LIGHT|LOW|96|2|6|Rio De Janeiro, Brasil
Roma, Italia|LIGHT|LOW|49|2|0|Venecia, Italia
Alguer, Italia|LIGHT|MEDIUM|39|2|1|Goiania, Brasil
Belem, Brasil|HEAVY|HIGH|84|1|10|San Pablo, Brasil
Bogota, Colombia|HEAVY|MEDIUM|6|2|0|Santa Marta, Colombia
Monterrey, Mexico|HEAVY|HIGH|1|3|0|Zacatecas, Mexico
Hermosillo, Mexico|HEAVY|HIGH|1|1|0|Monterrey, Mexico
Ciudad De Mexico, Mexico|HEAVY|HIGH|2|2|0|Hermosillo, Mexico
Gramado, Brasil|LIGHT|MEDIUM|59|2|6|Porto Alegre, Brasil
Cusco, Peru|HEAVY|HIGH|138|1|5|Jauja, Peru
Porto De Galinhas, Brasil|LIGHT|LOW|41|3|4|Recife, Brasil
San Miguel De Tucuman, Argentina|LIGHT|HIGH|14|2|1|Termas De Rio Hondo, Argentina
Salta, Argentina|LIGHT|HIGH|12|2|2|San Miguel De Tucuman, Argentina
Buenos Aires, Argentina|LIGHT|HIGH|1|1|0|Cordoba, Argentina
Buzios, Brasil|LIGHT|MEDIUM|89|2|7|Rio De Janeiro, Brasil
Barcelona, España|LIGHT|MEDIUM|2|2|21|Lisboa, Portugal
Colonia, Alemania|LIGHT|MEDIUM|229|2|2|Luxemburgo, Luxemburgo
Bruselas, Belgica|LIGHT|MEDIUM|224|2|3|Colonia, Alemania
Berlin, Alemania|LIGHT|MEDIUM|231|2|3|Bruselas, Belgica
Amsterdam, Holanda|LIGHT|MEDIUM|227|2|2|Berlin, Alemania
Bogota, Colombia|HEAVY|HIGH|44|1|2|Medellin, Colombia
Florianopolis, Brasil|LIGHT|MEDIUM|12|1|4|Marrakech, Marruecos
Bahia Blanca, Argentina|HEAVY|MEDIUM|7|2|2|Buenos Aires, Argentina
Cucuta, Colombia|HEAVY|MEDIUM|5|2|1|Medellin, Colombia
Bucaramanga, Colombia|HEAVY|MEDIUM|1|1|2|Cucuta, Colombia
Ciudad De Mexico, Mexico|HEAVY|MEDIUM|2|1|2|Las Vegas, Estados Unidos
Chicago, Estados Unidos|HEAVY|MEDIUM|13|2|4|Ciudad De Mexico, Mexico
Guarullos, Brasil|LIGHT|HIGH|2|1|0|San Pablo, Brasil
Nueva York, Estados Unidos|HEAVY|HIGH|31|1|8|Sao Luis, Brasil
Fortaleza, Brasil|HEAVY|HIGH|9|1|0|Nueva York, Estados Unidos
Isla Mujeres, Mexico|HEAVY|HIGH|128|4|3|Orlando, Estados Unidos
Cancun, Mexico|HEAVY|HIGH|130|4|22|Isla Mujeres, Mexico
Buenos Aires, Argentina|LIGHT|HIGH|80|4|3|Monterrey, Mexico
Cancun, Mexico|HEAVY|LOW|160|2|7|Playa Del Carmen, Mexico
Bogota, Colombia|HEAVY|MEDIUM|18|3|1|Medellin, Colombia
Leticia, Colombia|HEAVY|LOW|8|1|0|Salvador, Brasil
Belem, Brasil|HEAVY|LOW|16|1|0|Leticia, Colombia
San Pablo, Brasil|HEAVY|MEDIUM|138|1|0|Teresina, Brasil
Praia Do Forte, Brasil|HEAVY|HIGH|123|7|7|Salvador, Brasil
Cancun, Mexico|LIGHT|LOW|14|1|0|Ciudad De Mexico, Mexico
Bonito, Brasil|LIGHT|LOW|93|2|6|Campo Grande, Brasil
Ciudad De Mexico, Mexico|LIGHT|LOW|21|1|0|Mineapolis, Estados Unidos
Ciudad De Mexico, Mexico|HEAVY|HIGH|16|2|0|Merida, Mexico
Huatulco, Mexico|LIGHT|HIGH|7|3|0|Veracruz, Mexico
Ciudad De Mexico, Mexico|LIGHT|HIGH|7|3|0|Huatulco, Mexico
Florianopolis, Brasil|HEAVY|HIGH|4|1|0|San Pablo, Brasil
Queretaro, Mexico|HEAVY|HIGH|4|1|4|San Diego, Estados Unidos
Monterrey, Mexico|HEAVY|HIGH|3|1|0|Queretaro, Mexico
Leon, Mexico|HEAVY|HIGH|0|1|1|Monterrey, Mexico
Guadalajara, Mexico|HEAVY|HIGH|1|1|3|Leon, Mexico
Chihuahua, Mexico|HEAVY|HIGH|3|1|5|Guadalajara, Mexico
Chicago, Estados Unidos|HEAVY|HIGH|8|1|2|Chihuahua, Mexico
Celaya, Mexico|HEAVY|HIGH|0|1|3|Chicago, Estados Unidos
Juiz De Fora, Brasil|HEAVY|MEDIUM|31|1|5|Washington, Estados Unidos
Ciudad De Mexico, Mexico|LIGHT|MEDIUM|19|1|0|Monterrey, Mexico
Bogota, Colombia|HEAVY|HIGH|7|1|1|Cali, Colombia
Praia Do Forte, Brasil|LIGHT|HIGH|159|2|6|Salvador, Brasil
Recife, Brasil|LIGHT|HIGH|20|1|3|Toronto, Canada
Curitiba, Brasil|HEAVY|MEDIUM|17|1|0|Ribeirao Preto, Brasil
San Carlos De Bariloche, Argentina|HEAVY|MEDIUM|13|2|6|Villa La Angostura, Argentina
San Jose Del Cabo, Mexico|HEAVY|HIGH|5|1|5|San Jose, Costa Rica
Guatemala City, Guatemala|HEAVY|HIGH|10|2|12|San Jose Del Cabo, Mexico
Dublin, Irlanda|HEAVY|MEDIUM|45|1|0|Estambul, Turquia
Balneario Camboriu, Brasil|LIGHT|MEDIUM|3|4|1|San Pablo, Brasil
Bucaramanga, Colombia|HEAVY|LOW|21|1|0|San Pablo, Brasil
